PetID,Name,Type,Age Years,Primary Breed,Secondary Breed,Gender,Primary Color,Secondary Color,Tertiary Color,Maturity Size,FurLength,Vaccinated,Spayed,Health,Quantity,Fee,Zip Code,Video Amt,Photo Amt,Adopted ,Days to Adoption,Adoption Date
2fcbb6376,Meow! !,cat,0,Tabby,Domestic Medium Hair,Male,Brown,Golden,,medium,medium,no,no,healthy,1,0,92104,0,4,YES,2,11/18/2019
2fd59d272,Orphan Kitten,cat,2,Domestic Medium Hair,,Female,Black,White,,medium,medium,no,no,healthy,1,0,92101,0,4,YES,2,11/19/2019
2fd882044,Lucky,dog,2,Mixed Breed,,Male,Black,Brown,,large,short,yes,no,healthy,1,0,92104,0,5,YES,26,11/20/2019
2fdc23bcb,Ranger,cat,18,Domestic Short Hair,,Male,Black,White,,medium,medium,yes,yes,healthy,1,0,92102,0,2,YES,74,11/3/2019
2fdd78c55,Uncle Guard's Puppies,dog,2,Mixed Breed,Mixed Breed,Female,Brown,,,medium,short,no,no,healthy,1,0,92104,0,23,YES,41,11/22/2019
2fe1eb7b8,Boo,cat,12,Domestic Short Hair,,Female,White,,,small,short,unknown,unknown,healthy,1,0,92104,0,1,YES,3,11/23/2019
2fe763187,Ash,cat,12,Domestic Short Hair,,Female,Gray,White,,small,short,yes,yes,healthy,1,0,92102,0,6,YES,8,11/24/2019
2ff35ef73,Moby,dog,50,Pomeranian,,Male,Brown,Golden,White,small,long,yes,no,healthy,1,200,92104,0,2,YES,2,11/25/2019
2ff9e9534,ROY,cat,8,Siamese,,Male,White,,,medium,short,no,no,healthy,1,100,92104,0,1,NO,,
2ffddd303,"Lanka, Milan And Napoleon",cat,2,Tiger,,Male,Yellow,,,small,short,yes,yes,healthy,1,0,92104,0,2,YES,24,11/26/2019
3002577b8,Hailey,dog,15,Schnauzer,Schnauzer,Female,Black,,,small,short,yes,no,healthy,1,0,92118,0,0,NO,,
300337abe,Rocky,dog,8,Doberman Pinscher,Mixed Breed,Male,Brown,,,large,short,unknown,no,healthy,1,0,92104,0,6,NO,,
3005b75eb,Cute Black Puppy,dog,4,Mixed Breed,,Male,Black,,,small,short,no,no,healthy,1,0,92102,0,10,YES,3,11/27/2019
3006cd3eb,Kolbi Boy,dog,2,Mixed Breed,,Male,Black,,,medium,medium,yes,no,healthy,1,0,92104,0,5,YES,11,11/28/2019
300c91d3a,Silky,dog,8,Silky Terrier,,Female,Gray,,,medium,long,yes,no,healthy,1,0,92102,0,3,NO,,
3013d9169,Baby 1,dog,2,Mixed Breed,,Female,Black,,,small,short,no,no,healthy,1,0,92104,0,2,YES,21,11/29/2019
301a245e6,,cat,3,Tabby,,Female,Gray,,,small,short,yes,yes,healthy,2,0,92107,0,4,YES,47,11/30/2019
301e16ab9,MILO,cat,2,Domestic Medium Hair,,Male,Brown,,,large,medium,no,unknown,healthy,1,0,92104,0,2,YES,1,12/1/2019
30254b35d,,cat,5,Singapura,,Female,Gray,White,,medium,medium,no,no,healthy,1,0,92102,0,2,YES,2,12/2/2019
3029fcad6,Rare 3-Color Male Tabby (Free Neuter),cat,4,Domestic Short Hair,,Male,Brown,Golden,White,medium,short,yes,no,healthy,1,0,92104,0,24,YES,22,12/3/2019
302d37427,,cat,4,Domestic Short Hair,,Male,Golden,Cream,White,small,short,no,no,healthy,1,0,92104,0,3,YES,11,12/4/2019
302eb3771,Bam-bi,dog,1,Terrier,Mixed Breed,Female,Brown,Cream,,medium,short,no,no,healthy,1,0,92104,0,2,YES,11,12/5/2019
30319970f,Kecik,cat,1,American Shorthair,,Male,Black,Brown,White,small,short,no,no,healthy,1,0,92104,0,3,NO,,
3033b66f9,LEMON,dog,4,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,7,YES,62,12/6/2019
303b3795f,Lulu,dog,4,Mixed Breed,,Female,Brown,,,medium,short,yes,yes,healthy,1,0,92118,0,11,NO,,
30506e8c1,Schnauzer,dog,20,Schnauzer,,Male,Black,,,medium,short,unknown,unknown,healthy,1,250,92104,0,0,YES,4,12/7/2019
3050bd8df,2 Lucky Puppies,dog,1,Jack Russell Terrier,Mixed Breed,Female,Black,Brown,White,medium,short,yes,no,healthy,1,0,92102,0,9,YES,66,12/8/2019
305524cba,,dog,1,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,4,YES,12,12/9/2019
3060d192f,OMEY,cat,3,Domestic Short Hair,,Female,Brown,Cream,White,medium,short,no,unknown,healthy,1,0,92104,0,2,YES,2,12/10/2019
3060de782,Pet For Adop,dog,5,Mixed Breed,,Male,Black,,,medium,long,no,no,healthy,1,1,92118,0,1,NO,,
30610dfe8,Dino,dog,50,Golden Retriever,,Male,Golden,,,large,long,yes,yes,healthy,1,200,92104,0,0,YES,66,12/11/2019
30669fef4,Chester,dog,0,Cocker Spaniel,,Male,Golden,Cream,,medium,long,yes,yes,healthy,1,180,92104,0,3,YES,4,12/12/2019
3069e2d3c,Gorgeous Girls,dog,1,Mixed Breed,Mixed Breed,Female,Black,Brown,White,medium,short,no,no,healthy,7,0,92107,0,7,YES,9,12/13/2019
306c74aa9,Golden Retriever Mixed,dog,4,Golden Retriever,Mixed Breed,Female,Brown,,,medium,long,yes,yes,healthy,1,0,92118,0,2,NO,,
30764a1fa,Hugo,dog,5,Mixed Breed,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,37,12/14/2019
307b61689,Lilo And A Kitten,cat,13,Domestic Medium Hair,Domestic Medium Hair,Female,White,,,medium,medium,yes,no,healthy,2,0,92104,0,3,YES,26,12/15/2019
30846007c,Found In Puchong: Black Agent,cat,12,Tuxedo,,Male,Black,,,small,medium,yes,yes,healthy,1,50,92104,0,1,YES,18,12/16/2019
3085ca2c6,Ricky 08,dog,1,Mixed Breed,,Male,Black,Brown,,medium,short,no,no,healthy,1,0,92118,0,1,YES,26,12/17/2019
3086dc257,Dumbo,dog,5,Mixed Breed,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92118,0,4,YES,82,12/18/2019
3089a5bd8,Hazel,dog,6,Mixed Breed,,Female,Brown,,,large,short,yes,no,healthy,1,0,92102,0,5,NO,,
308a16b6e,,dog,1,Mixed Breed,,Female,Black,Brown,,medium,medium,no,no,healthy,2,0,92104,0,2,YES,20,12/19/2019
30908fb77,Lady Black,cat,8,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92101,0,1,NO,,
30917edfa,Ong Ong Pups,dog,1,Mixed Breed,,Female,Yellow,,,medium,medium,no,no,healthy,2,0,92102,2,6,NO,,
3091d24f7,Coco,dog,8,Mixed Breed,,Female,Black,Brown,,medium,short,yes,yes,healthy,1,0,92111,0,1,NO,,
3099254c2,A1,dog,1,Mixed Breed,Mixed Breed,Male,Black,Brown,,medium,medium,no,no,healthy,1,0,92104,0,3,YES,11,12/20/2019
30aa1059a,"Amy & Kitten, Mummy,Oren & Kelabu",cat,4,Domestic Short Hair,,Female,Black,Yellow,White,small,short,no,no,healthy,7,0,92104,0,4,YES,38,12/21/2019
30b9fbf81,Susie,dog,1,Mixed Breed,,Female,Black,Brown,,medium,medium,unknown,no,healthy,1,0,92104,0,4,YES,33,12/22/2019
30bfebc76,Macy,dog,2,Mixed Breed,,Female,Cream,,,medium,short,yes,no,healthy,1,0,92104,0,5,YES,44,12/23/2019
30ca259ed,Burmese Kitten,cat,3,Burmese,,Female,Brown,Cream,,small,short,unknown,unknown,healthy,1,0,92107,0,4,NO,,
30dd541af,Micky,cat,5,Domestic Short Hair,,Female,Brown,Gray,White,medium,short,unknown,unknown,healthy,1,0,92104,0,5,NO,,
30e66b835,Snow White,dog,6,Golden Retriever,Mixed Breed,Female,White,,,medium,medium,no,yes,healthy,1,0,92111,0,1,NO,,
30e900b4a,Lilo,cat,50,Domestic Short Hair,,Male,Black,White,,medium,short,no,unknown,healthy,1,0,92104,0,5,NO,,
30ea81bac,Ronan,cat,2,Domestic Short Hair,Exotic Shorthair,Male,Black,Gray,,small,medium,no,no,healthy,1,0,92104,0,5,YES,1,12/22/2019
30eb0f9e6,Minnie Me,dog,3,Mixed Breed,,Female,White,,,medium,short,yes,no,healthy,1,200,92104,0,9,YES,11,12/23/2019
30eb1004f,Jennifer's Kitten 1,cat,4,Domestic Short Hair,,Male,Golden,,,medium,short,unknown,no,healthy,1,50,92104,0,1,NO,,
30ece8658,Mochi,cat,2,British Shorthair,Domestic Short Hair,Female,Brown,Yellow,White,medium,short,no,no,healthy,1,0,92104,0,3,YES,16,10/5/2019
30f92e1ab,,cat,3,Persian,Siamese,Male,Brown,White,,small,medium,no,no,healthy,1,200,92102,0,1,YES,1,12/27/2019
30fac18f7,2 Puppies,dog,2,Mixed Breed,,Female,Black,Brown,,medium,short,yes,no,healthy,2,0,92102,0,11,NO,,
30fff49fd,Nori,cat,14,Domestic Long Hair,Domestic Long Hair,Female,Black,White,,large,long,yes,yes,healthy,1,100,92104,0,5,NO,,
3101d2bba,Bella The Female Rott,dog,8,Rottweiler,,Female,Black,White,,medium,short,yes,yes,healthy,1,500,92104,0,1,NO,,
3101ea018,"Black With Ribbons Red,Blu,White",dog,2,Mixed Breed,,Female,Black,,,medium,short,no,no,healthy,3,0,92104,0,5,NO,,
31049dc2e,Kittens,cat,1,Domestic Short Hair,,Female,Black,,,large,short,no,no,healthy,2,0,92104,0,4,YES,29,12/28/2019
3105b0012,Momma,dog,12,Mixed Breed,,Female,White,,,medium,short,yes,yes,healthy,4,0,92104,0,14,NO,,
31081d71d,,cat,2,Domestic Short Hair,,Female,Black,White,,medium,short,no,no,healthy,1,0,92104,0,2,YES,29,12/29/2019
310b5199f,Oyin,cat,8,Tabby,,Female,Brown,Cream,White,medium,short,unknown,unknown,healthy,1,0,92104,0,1,NO,,
310c3f884,Siamese Mix Kitten,cat,3,Siamese,,Female,White,,,medium,short,yes,no,healthy,1,0,92104,0,2,YES,27,10/5/2019
310f053bd,Mimiko,cat,4,Domestic Medium Hair,,Female,Black,White,,medium,medium,yes,no,healthy,1,0,92104,0,7,YES,66,10/6/2019
31144a6be,Ti-ara,cat,2,Siamese,,Female,Brown,,,medium,short,no,no,healthy,1,0,92104,0,3,YES,4,10/13/2019
311479c63,Bambi,dog,5,Mixed Breed,,Female,Black,,,medium,short,yes,yes,healthy,1,0,92101,0,1,NO,,
311799b58,Snowy,cat,17,Domestic Long Hair,,Female,White,,,medium,long,yes,yes,healthy,1,380,92104,0,2,YES,14,10/12/2019
3118bb24c,Billy,cat,12,Domestic Short Hair,,Male,Black,Gray,White,large,short,no,yes,healthy,1,0,92102,0,3,NO,,
311ad9ac5,Doggie3_Selangor Area,dog,8,Mixed Breed,,Male,Yellow,White,,large,short,no,no,healthy,1,0,92107,0,1,NO,,
311ee8343,Ben,cat,6,Siamese,Siamese,Male,Cream,White,,medium,short,no,no,healthy,1,0,92101,0,3,YES,24,10/19/2019
31353ed83,Hansen,dog,1,Mixed Breed,,Male,White,,,medium,short,unknown,no,healthy,1,0,92104,0,2,YES,38,10/20/2019
3141b7931,Bambi,dog,8,Mixed Breed,,Female,Gray,White,,small,short,yes,yes,healthy,1,0,92111,0,4,NO,,
3163e9acf,Snow White,cat,3,Domestic Short Hair,,Female,White,,,small,short,no,no,healthy,1,0,92102,0,1,YES,7,10/26/2019
31653bea0,Jojo & Gigi,cat,3,Domestic Medium Hair,Domestic Short Hair,Female,Black,Brown,Yellow,medium,medium,no,no,healthy,2,0,92111,0,4,YES,31,10/27/2019
3166b0f31,Dalmation,dog,9,Dalmatian,,Female,Black,White,,large,short,unknown,yes,healthy,1,0,92107,0,8,NO,,
316f30229,Bak,cat,6,Tabby,,Male,Gray,,,medium,short,no,no,healthy,1,50,92104,0,4,YES,2,11/2/2019
3185aa328,Pico,dog,0,Poodle,,Male,Brown,Cream,,small,medium,yes,yes,healthy,1,200,92104,0,2,YES,9,11/3/2019
318c35c04,Junior,cat,2,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,Cream,small,short,no,no,minor injury,1,0,92104,0,3,YES,48,11/9/2019
318f45a57,Premi Girl,dog,3,Mixed Breed,,Female,Black,Brown,Yellow,medium,short,yes,unknown,healthy,1,0,92104,0,1,YES,78,11/10/2019
319e533b6,Piston,dog,2,Mixed Breed,,Male,Cream,,,medium,medium,unknown,no,healthy,1,0,92104,0,1,YES,71,11/16/2019
319f3e6e7,Utih,cat,1,Domestic Short Hair,,Female,Brown,White,,large,short,no,unknown,healthy,1,0,92104,0,3,YES,9,11/17/2019
31ac53fd2,Peanut,cat,12,Domestic Long Hair,Persian,Male,Yellow,Cream,White,medium,medium,yes,yes,healthy,1,100,92102,0,2,YES,59,11/23/2019
31b7a54b6,Simba,cat,2,Domestic Short Hair,,Male,Brown,Golden,White,small,short,no,no,healthy,1,0,92104,0,5,YES,7,11/24/2019
31b90821f,Lucy,dog,8,Mixed Breed,German Shorthaired Pointer,Female,Black,Yellow,White,medium,medium,yes,yes,healthy,1,0,92118,0,5,NO,,
31b919935,Goofy,dog,1,Mixed Breed,,Female,Brown,,,medium,long,no,no,healthy,1,0,92104,0,3,YES,1,11/30/2019
31c12668d,A6,dog,1,Mixed Breed,Mixed Breed,Female,Brown,White,,medium,medium,no,no,healthy,1,0,92104,0,3,YES,3,12/1/2019
31c2215c1,Oreo,dog,2,Mixed Breed,,Male,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,1,YES,29,12/7/2019
31d921827,Ding Ding,dog,50,Shih Tzu,,Female,Brown,Cream,,medium,medium,yes,no,healthy,1,0,92104,0,5,YES,3,12/8/2019
31da37bc0,Mimi,cat,12,Domestic Long Hair,,Female,Black,Brown,Golden,medium,medium,unknown,unknown,healthy,1,0,92104,0,3,NO,,
31dbaafaa,Female Pup 4  In Kulim,dog,1,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92101,0,1,YES,15,12/14/2019
31dcdb872,Meenu,dog,3,German Shepherd Dog,Mixed Breed,Female,Black,Gray,,large,medium,no,no,healthy,1,0,92101,0,2,YES,13,12/15/2019
31e14c50a,Roger,dog,0,Mixed Breed,,Male,Black,,,medium,short,yes,yes,healthy,1,0,92104,0,3,YES,22,12/21/2019
31e2399a9,White Siamese Mixed,cat,2,Siamese,Domestic Medium Hair,Male,Cream,White,,medium,medium,no,no,healthy,3,0,92102,0,1,YES,83,12/22/2019
31e266863,Darlie,dog,2,Mixed Breed,,Male,White,,,medium,short,yes,no,healthy,2,0,92102,0,11,YES,12,12/12/2019
31e9530cf,Lilo,dog,4,Mixed Breed,,Female,Golden,Cream,,medium,short,yes,yes,healthy,1,5,92102,0,5,YES,25,12/13/2019
31f59daf4,Apple & Pebbles,dog,4,Mixed Breed,,Female,Brown,Yellow,,medium,short,yes,yes,healthy,2,0,92102,0,1,YES,9,12/14/2019
32141c266,Ah Kao,dog,18,Munsterlander,Munsterlander,Male,Cream,White,,large,medium,no,no,healthy,1,0,92102,0,3,YES,28,12/15/2019
32168f6f5,Kopi,dog,0,Terrier,Maltese,Female,Brown,Cream,,medium,medium,yes,yes,healthy,1,0,92104,0,3,YES,84,12/16/2019
321c14446,,dog,1,Mixed Breed,,Male,Black,White,,small,short,no,no,healthy,1,0,92104,0,1,YES,2,12/17/2019
321d04634,KK,cat,1,Domestic Medium Hair,Domestic Short Hair,Male,Brown,Golden,,medium,medium,no,no,healthy,1,0,92101,0,2,YES,26,12/18/2019
3227c4f2e,"Fido, Rido, Hugo",dog,1,Mixed Breed,,Male,Black,White,,medium,medium,no,no,healthy,3,0,92104,0,4,YES,6,12/19/2019
32287a62f,Male,dog,0,Mixed Breed,,Male,Cream,,,small,short,no,no,healthy,2,0,92101,0,5,YES,2,12/20/2019
32387ac37,Vitany,cat,2,Abyssinian,Domestic Long Hair,Female,Cream,Gray,White,medium,long,no,no,healthy,1,0,92104,0,6,YES,2,10/11/2019
323f562e0,Fei Zai,dog,1,German Shepherd Dog,Miniature Pinscher,Male,Black,Brown,,medium,medium,no,no,healthy,1,0,92102,0,2,YES,37,10/1/2019
324266c95,Zone A2 P14,dog,6,Mixed Breed,,Male,Brown,,,small,short,yes,no,healthy,1,0,92104,0,2,NO,,
3244cff21,Bieber,dog,9,Golden Retriever,,Male,Golden,,,large,long,yes,yes,healthy,1,200,92104,0,3,NO,,
325d0e364,Debby,cat,15,Tabby,Tabby,Female,Yellow,,,medium,short,yes,no,healthy,3,0,92101,0,1,YES,2,10/2/2019
32618b795,Mimmy,dog,10,Terrier,Jack Russell Terrier,Female,Brown,White,,small,short,unknown,yes,healthy,1,0,92111,0,3,YES,28,10/3/2019
3264fe773,,cat,1,Domestic Short Hair,,Female,Black,White,,medium,short,yes,no,healthy,1,0,92102,0,3,YES,20,10/4/2019
3268dcfd0,Patch,cat,2,Domestic Medium Hair,,Male,Black,White,,medium,medium,no,no,healthy,1,0,92101,0,6,YES,1,10/5/2019
326a3c785,Brownie,dog,3,Mixed Breed,,Female,Brown,,,medium,short,unknown,unknown,healthy,1,0,92104,0,2,YES,1,10/6/2019
326b17344,R12,dog,1,Mixed Breed,Mixed Breed,Female,Brown,White,,medium,medium,no,no,healthy,1,0,92104,0,1,YES,24,10/7/2019
326c9c979,Peanut (E-Nut),cat,5,Domestic Short Hair,,Female,Yellow,White,,medium,short,no,no,healthy,1,0,92102,0,3,YES,32,10/8/2019
3275bb3bf,Bai Bai,cat,2,Siamese,Domestic Medium Hair,Male,White,,,small,medium,no,no,minor injury,1,0,92104,0,5,YES,6,10/9/2019
3280fa256,Alexander The Great,cat,3,Domestic Short Hair,,Male,Yellow,White,,medium,short,no,no,healthy,1,30,92104,0,2,YES,2,10/10/2019
3285d041f,Pepper,cat,4,Domestic Medium Hair,,Female,Cream,,,medium,medium,unknown,unknown,healthy,1,0,92102,1,4,YES,16,10/11/2019
329058ec1,Sunny,cat,2,Domestic Short Hair,,Male,Yellow,White,,small,short,no,no,healthy,1,0,92102,0,4,YES,53,10/12/2019
32aa78316,Cici,cat,4,Domestic Short Hair,,Female,Brown,Cream,,small,short,no,no,healthy,1,0,92104,0,3,NO,,
32ac38a9f,Bobo,cat,23,Domestic Long Hair,,Male,Gray,White,,large,long,yes,no,healthy,1,0,92104,0,4,YES,3,10/13/2019
32acc8a7a,Zorro,cat,3,Domestic Medium Hair,,Female,Black,Yellow,White,medium,medium,no,no,healthy,1,0,92102,0,1,YES,12,10/14/2019
32ad56035,Rambo,dog,0,Shih Tzu,,Male,Brown,White,,medium,medium,yes,no,minor injury,1,0,92104,0,1,YES,3,10/15/2019
32afa462f,Ryan,dog,2,Mixed Breed,,Male,Black,Brown,White,medium,short,no,no,healthy,1,20,92111,0,1,YES,31,10/16/2019
32bc0b4fa,Prince,dog,50,Poodle,,Male,White,,,small,short,yes,no,healthy,1,0,92102,0,1,YES,1,10/17/2019
32d8fa52b,Kimi-dayyen-milo,cat,4,Domestic Short Hair,,Male,Black,,,small,short,no,no,healthy,3,0,92104,0,0,NO,,
32eb3673a,Kara,dog,9,Mixed Breed,,Female,Black,Brown,White,large,short,yes,yes,healthy,1,200,92104,0,3,NO,,
32efae9d5,1 Ding,dog,2,Mixed Breed,,Male,Brown,White,,medium,medium,no,no,healthy,1,0,92104,0,3,NO,,
32f29129c,Belle,dog,0,Shih Tzu,,Female,Brown,Yellow,Cream,small,long,yes,yes,healthy,1,150,92102,0,4,YES,27,10/18/2019
3304185a1,Temporary Name: Ah Wong,dog,12,Mixed Breed,,Male,Yellow,,,medium,short,unknown,unknown,minor injury,1,0,92104,0,2,NO,,
330943a7e,LittleBear,dog,2,Mixed Breed,,Female,Black,,,medium,short,no,no,healthy,1,0,92104,0,11,YES,80,10/19/2019
330f0e19a,Lola,dog,2,Mixed Breed,,Female,Black,Brown,,medium,short,yes,no,healthy,1,0,92102,0,2,YES,48,10/20/2019
3313aa06f,Watch My Video,dog,3,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,1,0,92102,0,5,YES,2,10/21/2019
3316a5619,Mi Mi,cat,50,Domestic Short Hair,,Female,Brown,Cream,White,large,short,yes,unknown,healthy,1,0,92102,0,1,NO,,
331a14422,Jacquelyn's Teddy,cat,2,Domestic Short Hair,,Male,Golden,Cream,,medium,short,yes,no,healthy,1,50,92104,0,5,YES,3,10/22/2019
331a745e8,Millie,dog,8,Mixed Breed,,Female,Golden,,,medium,short,yes,yes,healthy,1,50,92104,0,4,NO,,
331c0bbf3,Female Gray Tabby,cat,12,Tabby,,Female,Black,Gray,White,small,short,no,no,healthy,1,0,92104,0,3,YES,29,10/23/2019
332ae5ab2,Selamat Hari Raya,dog,1,Mixed Breed,,Male,Black,Cream,,medium,short,no,no,healthy,1,0,92104,0,1,YES,6,10/24/2019
3330252db,Boxer,dog,4,Mixed Breed,,Female,Brown,White,,small,short,no,no,healthy,1,0,92102,0,1,YES,44,10/25/2019
334975a99,PJ 17,cat,3,Burmese,Manx,Male,Black,White,,medium,medium,yes,no,healthy,1,15,92104,0,3,YES,16,10/26/2019
335aacd34,â¥ ..Khaleesi.. â¥,cat,1,Domestic Short Hair,Turkish Van,Female,Black,Cream,White,medium,short,no,no,healthy,1,30,92104,0,5,YES,2,10/27/2019
335eacf2d,SC-Puppy-001,dog,4,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,1,0,92111,0,1,YES,2,10/28/2019
335f2c11b,"Milly, Molly, Mandy",cat,2,Domestic Short Hair,,Female,Brown,Cream,,small,short,no,no,healthy,3,0,92102,0,4,YES,21,10/29/2019
336504b7d,2 Month Old Cute Kitty,cat,2,Domestic Short Hair,,Female,Black,White,,medium,short,no,no,healthy,1,0,92104,0,4,YES,6,10/30/2019
33826a08a,Biscuits,dog,0,Beagle,,Female,Brown,Yellow,White,medium,short,unknown,unknown,healthy,1,0,92102,0,1,YES,78,10/31/2019
338bc4bcd,Fearless,cat,12,Domestic Medium Hair,,Male,Golden,White,,medium,medium,yes,yes,healthy,1,0,92102,0,5,NO,,
338ccb571,Tyler,cat,2,Domestic Short Hair,,Male,Brown,White,,small,short,no,no,healthy,1,0,92104,0,5,YES,25,11/1/2019
338d441f4,Meeky,dog,2,Mixed Breed,,Female,Brown,White,,medium,short,unknown,no,healthy,1,0,92104,0,1,YES,26,11/2/2019
338dddea9,Maru,cat,7,Tabby,,Male,Black,Brown,Cream,large,short,yes,no,healthy,1,0,92104,0,2,YES,21,11/3/2019
3397adec3,8 Female Puppies,dog,1,Mixed Breed,,Female,Black,Brown,Gray,medium,medium,no,unknown,healthy,4,0,92104,0,5,NO,,
339a623c4,,cat,1,Domestic Short Hair,,Female,Brown,White,,small,short,no,no,healthy,1,0,92104,0,4,NO,,
33a373ca9,Milo,dog,7,German Shepherd Dog,German Shepherd Dog,Male,Black,Yellow,White,medium,medium,yes,yes,healthy,1,0,92102,0,5,YES,10,11/4/2019
33a51709e,Loki,cat,3,Persian,Domestic Medium Hair,Male,Golden,,,small,medium,yes,no,healthy,1,200,92102,0,4,YES,3,11/5/2019
33a6694b0,Jackie,dog,8,Mixed Breed,Mixed Breed,Female,Black,White,,medium,short,yes,no,healthy,1,0,92104,0,1,NO,,
33a8b9601,Poppy,dog,4,Mixed Breed,,Female,Black,Yellow,Cream,medium,medium,yes,no,healthy,1,0,92104,0,5,YES,46,11/6/2019
33a9dff78,Tedora,cat,0,Persian,Persian,Female,Brown,Cream,White,medium,long,yes,yes,healthy,1,400,92104,0,3,YES,65,11/7/2019
33aa18b41,Active Male Kitten,cat,6,American Shorthair,Domestic Short Hair,Male,Black,Brown,White,small,medium,unknown,no,healthy,1,0,92104,0,1,NO,,
33c73d9ad,Kitty 6,cat,2,Domestic Short Hair,,Female,Black,Cream,White,medium,short,no,no,healthy,1,0,92102,0,1,YES,87,11/8/2019
33cabff1a,Mini,dog,3,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,2,YES,83,11/9/2019
33db028cb,DJ,dog,3,Mixed Breed,,Male,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,2,YES,1,11/10/2019
33dc6b53a,Viony And Satamony,cat,4,Siamese,Domestic Long Hair,Male,Black,White,,medium,medium,unknown,no,healthy,2,100,92102,0,2,NO,,
33ddc2011,Ami,cat,14,Domestic Short Hair,,Female,Black,Brown,,medium,short,no,yes,healthy,1,0,92102,0,3,NO,,
33f056cc7,Fat Boy,dog,1,Mixed Breed,,Male,Brown,,,small,short,no,no,healthy,1,0,92104,0,6,YES,54,11/11/2019
33f28ad35,Hunt,dog,2,Mixed Breed,Mixed Breed,Female,Black,Cream,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,4,11/12/2019
33f89cb83,Logan,dog,3,Rottweiler,Mixed Breed,Male,Black,Yellow,,medium,medium,yes,no,healthy,1,0,92102,0,4,YES,40,11/13/2019
34090e9d6,Cici,cat,4,Bengal,Domestic Short Hair,Female,Black,Brown,,small,medium,no,no,healthy,3,0,92118,0,3,YES,75,11/14/2019
34221a4f8,,dog,8,German Shepherd Dog,Mixed Breed,Female,Black,Brown,,medium,medium,no,no,healthy,1,0,92104,0,3,NO,,
3422e4906,Sunset,cat,2,Siamese,Burmese,Male,Brown,Cream,,small,short,no,no,healthy,1,0,92102,0,1,YES,1,11/15/2019
3433731c5,Snoopy,dog,7,Mixed Breed,,Female,White,,,medium,medium,yes,yes,healthy,1,200,92104,0,5,YES,2,11/16/2019
343c1f526,Gina,dog,2,Mixed Breed,,Female,Black,,,medium,short,no,no,healthy,1,0,92102,0,3,YES,61,11/17/2019
34452eefb,Male Semi Flat Face Persian Kitten,cat,4,Persian,,Male,Brown,Cream,Gray,small,long,yes,no,healthy,1,250,92104,0,4,YES,81,11/18/2019
34482d66a,Apple,dog,2,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,1,NO,,
344b9632c,Leena,dog,5,German Shepherd Dog,Mixed Breed,Female,Black,Brown,,medium,short,yes,yes,healthy,1,0,92104,0,2,YES,29,11/19/2019
347be28a8,Wolfie-cate,dog,3,Mixed Breed,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,5,11/20/2019
3480a9d2e,Snuggles,dog,2,Mixed Breed,,Female,Black,Brown,,small,short,no,no,minor injury,1,0,92104,0,2,NO,,
3485ea1db,"Pinky, Snowy & Snow White",dog,1,Mixed Breed,Mixed Breed,Female,White,,,large,short,no,no,healthy,3,50,92101,0,4,YES,45,10/4/2019
348a982e2,BURNED,cat,4,Domestic Short Hair,,Male,Black,,,large,medium,no,unknown,healthy,1,0,92104,0,1,YES,2,10/30/2019
3497c1ad0,,cat,3,Domestic Short Hair,,Female,Black,,,small,short,no,no,healthy,1,0,92102,0,1,YES,3,11/23/2019
349fe9b9b,Zhong Mou Yin(Two Face),dog,0,Mixed Breed,,Female,Brown,White,,small,short,no,no,healthy,4,0,92101,0,5,YES,8,11/24/2019
34b96cf6a,Grace,dog,6,Terrier,Mixed Breed,Female,White,,,medium,long,no,no,healthy,1,20,92111,0,1,NO,,
34c4e74a9,Theodore,cat,0,Domestic Short Hair,Tabby,Male,Black,Gray,White,medium,short,no,no,healthy,1,0,92102,0,10,YES,6,11/25/2019
34cedf9bb,Hiker,dog,4,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,1,YES,1,11/26/2019
34d0c00d6,"Female Puppy3, 6 Weeks",dog,1,Mixed Breed,Mixed Breed,Female,Cream,,,medium,short,no,no,healthy,1,0,92111,0,1,YES,2,11/27/2019
34d387261,,dog,12,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,1,1,NO,,
34d903f17,Abon,cat,3,American Shorthair,,Female,Black,Golden,White,small,medium,yes,yes,healthy,1,0,92101,0,5,YES,74,11/28/2019
